ObjectType,OldID,NewID,ObjectName,FilePath,Status
Table,59000,55114,"hist rico de ventas","src/tables/Table 59000 - hist rico de ventas.al",Renumbered
Table,59001,55115,"tmp ctas","src/tables/Table 59001 - tmp ctas.al",Renumbered
Table,59002,55116,"tmp Def Dim","src/tables/Table 59002 - tmp Def Dim.al",Renumbered
Table,59003,55117,"Facuras RHM","src/tables/Table 59003 - Facuras RHM.al",Renumbered
Table,59004,55118,"Facuras RHM - detalle","src/tables/Table 59004 - Facuras RHM - detalle.al",Renumbered
Table,64822,55119,"Specification","src/tables/Table 64822 - Specification.al",Renumbered
Table,64823,55120,"EXCCRIDatabase","src/tables/Table 64823 - Database.al",Renumbered
Table,64824,55121,"Replicator Group","src/tables/Table 64824 - Replicator Group.al",Renumbered
Table,64825,55122,"Field List","src/tables/Table 64825 - Field List.al",Renumbered
Table,64826,55123,"ToDo","src/tables/Table 64826 - ToDo.al",Renumbered
Table,64827,55124,"Activity Register","src/tables/Table 64827 - Activity Register.al",Renumbered
Table,64828,55125,"Database Table","src/tables/Table 64828 - Database Table.al",Renumbered
Table,64829,55126,"Database Field","src/tables/Table 64829 - Database Field.al",Renumbered
Table,64830,55127,"Database Company","src/tables/Table 64830 - Database Company.al",Renumbered
Table,64831,55128,"Database Key","src/tables/Table 64831 - Database Key.al",Renumbered
Table,64832,55129,"Action","src/tables/Table 64832 - Action.al",Renumbered
Table,64833,55130,"Scheduler","src/tables/Table 64833 - Scheduler.al",Renumbered
Table,64834,55131,"Scheduler Tag","src/tables/Table 64834 - Scheduler Tag.al",Renumbered
Table,64835,55132,"Replicator Setup","src/tables/Table 64835 - Replicator Setup.al",Renumbered
Table,64836,55133,"Field Filter","src/tables/Table 64836 - Field Filter.al",Renumbered
Table,64837,55134,"Linked Table Filter","src/tables/Table 64837 - Linked Table Filter.al",Renumbered
Table,64838,55135,"Change Register","src/tables/Table 64838 - Change Register.al",Renumbered
Table,64839,55136,"Replicator Report List","src/tables/Table 64839 - Replicator Report List.al",Renumbered
Table,64840,55137,"Last SourceCounter Numbers","src/tables/Table 64840 - Last SourceCounter Numbers.al",Renumbered
Table,67000,55138,"Commercial Setup","src/tables/Table 67000 - Commercial Setup.al",Renumbered
Table,67001,55139,"Docentes","src/tables/Table 67001 - Docentes.al",Renumbered
Table,67002,55140,"Datos auxiliares","src/tables/Table 67002 - Datos auxiliares.al",Renumbered
Table,67003,55141,"Clientes Relacionados","src/tables/Table 67003 - Clientes Relacionados.al",Renumbered
Table,67004,55142,"Promotor - Docentes","src/tables/Table 67004 - Promotor - Docentes.al",Renumbered
Table,67005,55143,"Productos Equivalentes","src/tables/Table 67005 - Productos Equivalentes.al",Renumbered
Table,67006,55144,"Promotor - Lista de Colegios","src/tables/Table 67006 - Promotor - Lista de Colegios.al",Renumbered
Table,67007,55145,"Asignaturas","src/tables/Table 67007 - Asignaturas.al",Renumbered
Table,67008,55146,"Docente - Expos - Especialidad","src/tables/Table 67008 - Docente - Expos - Especialidad.al",Renumbered
Table,67009,55147,"Rutas - CP","src/tables/Table 67009 - Rutas - CP.al",Renumbered
Table,67010,55148,"Tipos de Eventos","src/tables/Table 67010 - Tipos de Eventos.al",Renumbered
Table,67011,55149,"Eventos","src/tables/Table 67011 - Eventos.al",Renumbered
Table,67012,55150,"Talleres","src/tables/Table 67012 - Talleres.al",Renumbered
Table,67013,55151,"Temp Estadistica APS","src/tables/Table 67013 - Temp Estadistica APS.al",Renumbered
Table,67014,55152,"Materiales Talleres y Eventos","src/tables/Table 67014 - Materiales Talleres y Eventos.al",Renumbered
Table,67015,55153,"Programac. Talleres y Eventos","src/tables/Table 67015 - Programac. Talleres y Eventos.al",Renumbered
Table,67016,55154,"Asistentes Talleres y Eventos","src/tables/Table 67016 - Asistentes Talleres y Eventos.al",Renumbered
Table,67017,55155,"Padres","src/tables/Table 67017 - Padres.al",Renumbered
Table,67018,55156,"Docente - Especialidad","src/tables/Table 67018 - Docente - Especialidad.al",Renumbered
Table,67019,55157,"Areas de interes padres","src/tables/Table 67019 - Areas de interes padres.al",Renumbered
Table,67020,55158,"Alumnos - Hijos","src/tables/Table 67020 - Alumnos - Hijos.al",Renumbered
Table,67021,55159,"Expositores - aps","src/tables/Table 67021 - Expositores - aps.al",Renumbered
Table,67022,55160,"Nivel Educativo APS","src/tables/Table 67022 - Nivel Educativo APS.al",Renumbered
Table,67023,55161,"Cab. Planificacion","src/tables/Table 67023 - Cab. Planificacion.al",Renumbered
Table,67024,55162,"Editoras","src/tables/Table 67024 - Editoras.al",Renumbered
Table,67025,55163,"Libros Competencia","src/tables/Table 67025 - Libros Competencia.al",Renumbered
Table,67026,55164,"Colegio - Log - Adopciones","src/tables/Table 67026 - Colegio - Log - Adopciones.al",Renumbered
Table,67027,55165,"Promotor - Ppto Vtas","src/tables/Table 67027 - Promotor - Ppto Vtas.al",Renumbered
Table,67028,55166,"Promotor - Ppto Muestras","src/tables/Table 67028 - Promotor - Ppto Muestras.al",Renumbered
Table,67029,55167,"Hist. Promotor - Ppto Muestras","src/tables/Table 67029 - Hist. Promotor - Ppto Muestras.al",Renumbered
Table,67030,55168,"Colegio - Atenciones","src/tables/Table 67030 - Colegio - Atenciones.al",Renumbered
Table,67031,55169,"Carga Horaria","src/tables/Table 67031 - Carga Horaria.al",Renumbered
Table,67032,55170,"FlagsInRepeater Bitmaps","src/tables/Table 67032 - FlagsInRepeater Bitmaps.al",Renumbered
Table,67033,55171,"Colegio - Adopciones compet.","src/tables/Table 67033 - Colegio - Adopciones compet..al",Renumbered
Table,67034,55172,"Talleres y Eventos - Grados","src/tables/Table 67034 - Talleres y Eventos - Grados.al",Renumbered
Table,67035,55173,"Historico Adopciones","src/tables/Table 67035 - Historico Adopciones.al",Renumbered
Table,67036,55174,"Colegio - Nivel","src/tables/Table 67036 - Colegio - Nivel.al",Renumbered
Table,67037,55175,"Colegio - Grados","src/tables/Table 67037 - Colegio - Grados.al",Renumbered
Table,67038,55176,"Promotor - Planif. Visita","src/tables/Table 67038 - Promotor - Planif. Visita.al",Renumbered
Table,67039,55177,"Promotor - Entrega Muestras","src/tables/Table 67039 - Promotor - Entrega Muestras.al",Renumbered
Table,67040,55178,"Promotor - Niveles","src/tables/Table 67040 - Promotor - Niveles.al",Renumbered
Table,67041,55179,"Estadistica Ranking Colegio","src/tables/Table 67041 - Estadistica Ranking Colegio.al",Renumbered
Table,67042,55180,"Datos Colegio - Asignatura","src/tables/Table 67042 - Datos Colegio - Asignatura.al",Renumbered
Table,67043,55181,"Colegio - Docentes","src/tables/Table 67043 - Colegio - Docentes.al",Renumbered
Table,67044,55182,"Promotor - Rutas","src/tables/Table 67044 - Promotor - Rutas.al",Renumbered
Table,67045,55183,"Tipos de documentos personales","src/tables/Table 67045 - Tipos de documentos personales.al",Renumbered
Table,67046,55184,"Colegio - Ranking - Nivel","src/tables/Table 67046 - Colegio - Ranking - Nivel.al",Renumbered
Table,67047,55185,"Docente - Materia","src/tables/Table 67047 - Docente - Materia.al",Renumbered
Table,67048,55186,"Docente - Aficiones","src/tables/Table 67048 - Docente - Aficiones.al",Renumbered
Table,67049,55187,"Padres - Aficiones","src/tables/Table 67049 - Padres - Aficiones.al",Renumbered
Table,67050,55188,"Expositores - Eventos","src/tables/Table 67050 - Expositores - Eventos.al",Renumbered
Table,67051,55189,"Cab. Planif. Evento","src/tables/Table 67051 - Cab. Planif. Evento.al",Renumbered
Table,67052,55190,"Colegio - Adopciones Cab","src/tables/Table 67052 - Colegio - Adopciones Cab.al",Renumbered
Table,67053,55191,"Colegio - Adopciones Detalle","src/tables/Table 67053 - Colegio - Adopciones Detalle.al",Renumbered
Table,67054,55192,"TMP Reportes APS","src/tables/Table 67054 - TMP Reportes APS.al",Renumbered
Table,67055,55193,"Solicitud de Taller - Evento","src/tables/Table 67055 - Solicitud de Taller - Evento.al",Renumbered
Table,67056,55194,"Colegio - Cab. Jerarquia puest","src/tables/Table 67056 - Colegio - Cab. Jerarquia puest.al",Renumbered
Table,67057,55195,"Colegio - Lin. Jerarquia puest","src/tables/Table 67057 - Colegio - Lin. Jerarquia puest.al",Renumbered
Table,67058,55196,"Ranking CVM","src/tables/Table 67058 - Ranking CVM.al",Renumbered
Table,67059,55197,"Equipos Talleres y Eventos","src/tables/Table 67059 - Equipos Talleres y Eventos.al",Renumbered
Table,67060,55198,"Temp Reportes APS","src/tables/Table 67060 - Temp Reportes APS.al",Renumbered
Table,67061,55199,"Cab. Atenciones","src/tables/Table 67061 - Cab. Atenciones.al",Renumbered
Table,67062,55200,"Colegio - Work Flow visitas","src/tables/Table 67062 - Colegio - Work Flow visitas.al",Renumbered
Table,67063,55201,"Plan Lector Cab.","src/tables/Table 67063 - Plan Lector Cab..al",Renumbered
Table,67064,55202,"Plan Lector Det.","src/tables/Table 67064 - Plan Lector Det..al",Renumbered
Table,67065,55203,"Micro empresario","src/tables/Table 67065 - Micro empresario.al",Renumbered
Table,67066,55204,"Comisionistas","src/tables/Table 67066 - Comisionistas.al",Renumbered
Table,67067,55205,"Historico Colegio - Nivel","src/tables/Table 67067 - Historico Colegio - Nivel.al",Renumbered
Table,67068,55206,"Tarifas - Tipos de Eventos","src/tables/Table 67068 - Tarifas - Tipos de Eventos.al",Renumbered
Table,67069,55207,"Historico Colegio - Grados","src/tables/Table 67069 - Historico Colegio - Grados.al",Renumbered
Table,67070,55208,"Historico Promotor - Ppto Vtas","src/tables/Table 67070 - Historico Promotor - Ppto Vtas.al",Renumbered
Table,67071,55209,"Historico Promotor - Ppto Mt","src/tables/Table 67071 - Historico Promotor - Ppto Mt.al",Renumbered
Table,67072,55210,"Historico Docentes - CDS","src/tables/Table 67072 - Historico Docentes - CDS.al",Renumbered
Table,67073,55211,"Hist. Docente - Expos - Espec.","src/tables/Table 67073 - Hist. Docente - Expos - Espec..al",Renumbered
Table,67074,55212,"Hist. Docente - Especialidad","src/tables/Table 67074 - Hist. Docente - Especialidad.al",Renumbered
Table,67075,55213,"Hist. Docente - Aficiones","src/tables/Table 67075 - Hist. Docente - Aficiones.al",Renumbered
Table,67076,55214,"Hist. Colegio - Docentes","src/tables/Table 67076 - Hist. Colegio - Docentes.al",Renumbered
Table,67077,55215,"Hist. Docente - Materia","src/tables/Table 67077 - Hist. Docente - Materia.al",Renumbered
Table,67078,55216,"Ranking CVM vertical","src/tables/Table 67078 - Ranking CVM vertical.al",Renumbered
Table,67079,55217,"Seguimiento Solicitud TE","src/tables/Table 67079 - Seguimiento Solicitud TE.al",Renumbered
Table,67080,55218,"Solicitud -  Nivel Asistente","src/tables/Table 67080 - Solicitud -  Nivel Asistente.al",Renumbered
Table,67081,55219,"Solicitud -  Grado Asistente","src/tables/Table 67081 - Solicitud -  Grado Asistente.al",Renumbered
Table,67082,55220,"Solicitud -  Especialidad Asi.","src/tables/Table 67082 - Solicitud -  Especialidad Asi..al",Renumbered
Table,67083,55221,"Log Coleg. - Work Flow visitas","src/tables/Table 67083 - Log Coleg. - Work Flow visitas.al",Renumbered
Table,67084,55222,"Hist. Colegio - Adopciones Cab","src/tables/Table 67084 - Hist. Colegio - Adopciones Cab.al",Renumbered
Table,67085,55223,"Solicitud - Libros presentar","src/tables/Table 67085 - Solicitud - Libros presentar.al",Renumbered
Table,67086,55224,"Dis. Centros Costo","src/tables/Table 67086 - Dis. Centros Costo.al",Renumbered
Table,67087,55225,"Solicitud - Competencia","src/tables/Table 67087 - Solicitud - Competencia.al",Renumbered
Table,67088,55226,"Solicitud - Proposici n Fechas","src/tables/Table 67088 - Solicitud - Proposici n Fechas.al",Renumbered
Table,67089,55227,"Grupo de Colegios","src/tables/Table 67089 - Grupo de Colegios.al",Renumbered
Table,67090,55228,"Grupo - Colegios","src/tables/Table 67090 - Grupo - Colegios.al",Renumbered
Table,67091,55229,"Categorias CVM","src/tables/Table 67091 - Categorias CVM.al",Renumbered
Table,67092,55230,"Ranking CVM Colegio","src/tables/Table 67092 - Ranking CVM Colegio.al",Renumbered
Table,67093,55231,"Hist rico Categorias CVM","src/tables/Table 67093 - Hist rico Categorias CVM.al",Renumbered
Table,67094,55232,"Tabla trabajo Ranking","src/tables/Table 67094 - Tabla trabajo Ranking.al",Renumbered
Table,67095,55233,"Historico Plan Lector Cab.","src/tables/Table 67095 - Historico Plan Lector Cab..al",Renumbered
Table,67096,55234,"Historico Plan Lector Det.","src/tables/Table 67096 - Historico Plan Lector Det..al",Renumbered
Table,67097,55235,"Historico Ranking CVM vertical","src/tables/Table 67097 - Historico Ranking CVM vertical.al",Renumbered
Table,67098,55236,"Pago a Expositores","src/tables/Table 67098 - Pago a Expositores.al",Renumbered
Table,67099,55237,"Detalle Pago Expositores","src/tables/Table 67099 - Detalle Pago Expositores.al",Renumbered
Table,67100,55238,"Detalle Atenciones","src/tables/Table 67100 - Detalle Atenciones.al",Renumbered
Table,67101,55239,"Atenciones -Dis. Centros Costo","src/tables/Table 67101 - Atenciones -Dis. Centros Costo.al",Renumbered
Table,67102,55240,"Cab. Visita Asesor/Consultor","src/tables/Table 67102 - Cab. Visita AsesorConsultor.al",Renumbered
Table,67103,55241,"Prog. Visitas Asesor/Consultor","src/tables/Table 67103 - Prog. Visitas AsesorConsultor.al",Renumbered
Table,67104,55242,"Visitas A/C-Dis. Centros Costo","src/tables/Table 67104 - Visitas AC-Dis. Centros Costo.al",Renumbered
Table,67105,55243,"Visitas A/C - Descr. Asistente","src/tables/Table 67105 - Visitas AC - Descr. Asistente.al",Renumbered
Table,67106,55244,"Asis. Visitas Asesor/Consultor","src/tables/Table 67106 - Asis. Visitas AsesorConsultor.al",Renumbered
Table,67107,55245,"Seguim.Visita Asesor/Consultor","src/tables/Table 67107 - Seguim.Visita AsesorConsultor.al",Renumbered
Table,67108,55246,"Log Importaci n","src/tables/Table 67108 - Log Importaci n.al",Renumbered
Table,67109,55247,"Lineas de Corte","src/tables/Table 67109 - Lineas de Corte.al",Renumbered
Table,67110,55248,"Clasificacion Categorias","src/tables/Table 67110 - Clasificaci n Categor as.al",Renumbered
Table,67111,55249,"Textos Principales","src/tables/Table 67111 - Textos Principales.al",Renumbered
Table,67112,55250,"Tabla trabajo Calculo CVM","src/tables/Table 67112 - Tabla trabajo Calculo CVM.al",Renumbered
Table,67113,55251,"Hist.Lineas de Corte","src/tables/Table 67113 - Hist.Lineas de Corte.al",Renumbered
Table,67114,55252,"Hist. Clasificacion Categorias","src/tables/Table 67114 - Hist. Clasificaci n Categor as.al",Renumbered
Table,67115,55253,"Hist. Textos Principales","src/tables/Table 67115 - Hist. Textos Principales.al",Renumbered
Table,67116,55254,"APS Cue","src/tables/Table 67116 - APS Cue.al",Renumbered
Table,67117,55255,"Productos Equiv. - Muestras","src/tables/Table 67117 - Productos Equiv. - Muestras.al",Renumbered
Table,67118,55256,"Hist.Tabla trabajo Calculo CVM","src/tables/Table 67118 - Hist.Tabla trabajo Calculo CVM.al",Renumbered
Table,67119,55257,"Poblaci n","src/tables/Table 67119 - Poblaci n.al",Renumbered
Table,67120,55258,"Encuesta TIC","src/tables/Table 67120 - Encuesta TIC.al",Renumbered
Table,70000,55259,"Plantilla Queen Mat. Comerc.","src/tables/Table 70000 - Plantilla Queen Mat. Comerc..al",Renumbered
Table,70001,55260,"Autor comercial GL024","src/tables/Table 70001 - Autor comercial GL024.al",Renumbered
Table,70002,55261,"Codigos de Sellos GL003","src/tables/Table 70002 - C digos de Sellos GL003.al",Renumbered
Table,70003,55262,"Codigos de L neas GL004","src/tables/Table 70003 - C digos de L neas GL004.al",Renumbered
Table,70004,55263,"Tipos Encuadernacion GL023","src/tables/Table 70004 - Tipos encuadernaci n GL023.al",Renumbered
Table,70005,55264,"Idiomas GL100","src/tables/Table 70005 - Idiomas GL100.al",Renumbered
Table,70006,55265,"Estados GL101","src/tables/Table 70006 - Estados GL101.al",Renumbered
Table,70007,55266,"Plantilla Queen Lista Mater.","src/tables/Table 70007 - Plantilla Queen Lista Mater..al",Renumbered
Table,70008,55267,"Articulos Utilizar en Random","src/tables/Table 70008 - Articulos Utilizar en Random.al",Renumbered
Table,70009,55268,"Plantilla Queen Rel. Mat. BIC","src/tables/Table 70009 - Plantilla Queen Rel. Mat. BIC.al",Renumbered
Table,70010,55269,"Relacion Material Ambito","src/tables/Table 70010 - Relacion Material Ambito.al",Renumbered
Table,70020,55270,"Plantilla Queen Mat. Comerc.1","src/tables/Table 70020 - Plantilla Queen Mat. Comerc.1.al",Renumbered
Table,70500,55271,"MCliente01","src/tables/Table 70500 - MCliente01.al",Renumbered
Table,70501,55272,"GL017","src/tables/Table 70501 - GL017.al",Renumbered
Table,70502,55273,"TL004","src/tables/Table 70502 - TL004.al",Renumbered
Table,70503,55274,"TL007","src/tables/Table 70503 - TL007.al",Renumbered
Table,70504,55275,"TL009","src/tables/Table 70504 - TL009.al",Renumbered
Table,70505,55276,"GL014","src/tables/Table 70505 - GL014.al",Renumbered
Table,70506,55277,"GL018","src/tables/Table 70506 - GL018.al",Renumbered
Table,70507,55278,"TL013","src/tables/Table 70507 - TL013.al",Renumbered
Table,70508,55279,"MCliente03","src/tables/Table 70508 - MCliente03.al",Renumbered
Table,70509,55280,"GL004","src/tables/Table 70509 - GL004.al",Renumbered
Table,70510,55281,"TL010","src/tables/Table 70510 - TL010.al",Renumbered
Table,70511,55282,"GL019","src/tables/Table 70511 - GL019.al",Renumbered
Table,70512,55283,"Precios por Cliente_Producto","src/tables/Table 70512 - Precios por Cliente_Producto.al",Renumbered
Table,70513,55284,"Grupo Precio Cliente","src/tables/Table 70513 - Grupo Precio Cliente.al",Renumbered
Table,70514,55285,"Clientes Ofisys","src/tables/Table 70514 - Clientes Ofisys.al",Renumbered
Table,70515,55286,"Producto-Cod. Descuento","src/tables/Table 70515 - Producto-Cod. Descuento.al",Renumbered
Table,75000,55287,"Configuracion MDM","src/tables/Table 75000 - Configuracion MDM.al",Renumbered
Table,75001,55288,"Datos MDM","src/tables/Table 75001 - Datos MDM.al",Renumbered
Table,75002,55289,"Estructura Analitica","src/tables/Table 75002 - Estructura Analitica.al",Renumbered
Table,75003,55290,"Imp.MdM Cabecera","src/tables/Table 75003 - Imp.MdM Cabecera.al",Renumbered
Table,75004,55291,"Imp.MdM Tabla","src/tables/Table 75004 - Imp.MdM Tabla.al",Renumbered
Table,75005,55292,"Imp.MdM Campos","src/tables/Table 75005 - Imp.MdM Campos.al",Renumbered
Table,75006,55293,"Conf. Tipologias MdM","src/tables/Table 75006 - Conf. Tipologias MdM.al",Renumbered
Table,75007,55294,"Conversion NAV MdM","src/tables/Table 75007 - Conversion NAV MdM.al",Renumbered
Table,75008,55295,"Conf.Filtros Tipologias MdM","src/tables/Table 75008 - Conf.Filtros Tipologias MdM.al",Renumbered
Table,75009,55296,"Conf. Estructura Analitica","src/tables/Table 75009 - Conf. Estructura Analitica.al",Renumbered
Table,75010,55297,"Conf. Campos Relacionados","src/tables/Table 75010 - Conf. Campos Relacionados.al",Renumbered
Table,75011,55298,"Precios Futuro","src/tables/Table 75011 - Precios Futuro.al",Renumbered
Table,75012,55299,"Valores Filtros Tipologia MdM","src/tables/Table 75012 - Valores Filtros Tipologia MdM.al",Renumbered
Table,75013,55300,"Filtro Campo Buffer","src/tables/Table 75013 - Filtro Campo Buffer.al",Renumbered
Table,75014,55301,"Filtro Valor Campo Buffer","src/tables/Table 75014 - Filtro Valor Campo Buffer.al",Renumbered
Table,75015,55302,"Tipo Filtros Tipo. MdM Buffer","src/tables/Table 75015 - Tipo Filtros Tipo. MdM Buffer.al",Renumbered
Table,75016,55303,"Fechas Productos MdM Buffer","src/tables/Table 75016 - Fechas Productos MdM Buffer.al",Renumbered
Table,80000,55304,"Tmp Sales Invoice Header","src/tables/Table 80000 - Tmp Sales Invoice Header.al",Renumbered
Table,80001,55305,"Tmp Sales Invoice Line","src/tables/Table 80001 - Tmp Sales Invoice Line.al",Renumbered
Table,80002,55306,"Tmp Posted Document Dimension","src/tables/Table 80002 - Tmp Posted Document Dimension.al",Renumbered
Table,80003,55307,"Tmp Sales Cr.Memo Header","src/tables/Table 80003 - Tmp Sales Cr.Memo Header.al",Renumbered
Table,80004,55308,"Tmp Sales Cr.Memo Line","src/tables/Table 80004 - Tmp Sales Cr.Memo Line.al",Renumbered
Table,80005,55309,"Tmp Purch. Inv. Header","src/tables/Table 80005 - Tmp Purch. Inv. Header.al",Renumbered
Table,80006,55310,"Tmp Purch. Inv. Line","src/tables/Table 80006 - Tmp Purch. Inv. Line.al",Renumbered
Table,80007,55311,"Tmp Purch. Cr. Memo Hdr.","src/tables/Table 80007 - Tmp Purch. Cr. Memo Hdr..al",Renumbered
Table,80008,55312,"Tmp Purch. Cr. Memo Line","src/tables/Table 80008 - Tmp Purch. Cr. Memo Line.al",Renumbered
Table,80009,55313,"Tmp Posted Deposit Header","src/tables/Table 80009 - Tmp Posted Deposit Header.al",Renumbered
Table,80010,55314,"Tmp Posted Deposit Line","src/tables/Table 80010 - Tmp Posted Deposit Line.al",Renumbered
Table,80011,55315,"Tmp Check Ledger Entry","src/tables/Table 80011 - Tmp Check Ledger Entry.al",Renumbered
Table,80012,55316,"Tmp Documentos cheques","src/tables/Table 80012 - Tmp Documentos cheques.al",Renumbered
Table,80013,55317,"Tmp Sales Header","src/tables/Table 80013 - Tmp Sales Header.al",Renumbered
Table,80014,55318,"Tmp Sales Line","src/tables/Table 80014 - Tmp Sales Line.al",Renumbered
Table,80015,55319,"Tmp Document Dimension","src/tables/Table 80015 - Tmp Document Dimension.al",Renumbered
Table,86000,55320,"Tmp productos a devolver","src/tables/Table 86000 - Tmp productos a devolver.al",Renumbered
Table,86001,55321,"Tmp facturas a liquidar","src/tables/Table 86001 - Tmp facturas a liquidar.al",Renumbered
Table,90000,55322,"G/L Account2","src/tables/Table 90000 - GL Account2.al",Renumbered
Table,104025,55323,"UPG Posting Exch. Column Def","src/tables/Table 104025 - UPG Posting Exch. Column Def.al",Renumbered
Table,104026,55324,"UPG Sales Header","src/tables/Table 104026 - UPG Sales Header.al",Renumbered
Table,104027,55325,"UPG Service Password","src/tables/Table 104027 - UPG Service Password.al",Renumbered
Table,104054,55326,"UPG Approval Setup","src/tables/Table 104054 - UPG Approval Setup.al",Renumbered
Table,104055,55327,"UPG Approval Templates","src/tables/Table 104055 - UPG Approval Templates.al",Renumbered
Table,104056,55328,"UPG Additional Approvers","src/tables/Table 104056 - UPG Additional Approvers.al",Renumbered
Table,104065,55329,"UPG Direct Debit Col. Entry","src/tables/Table 104065 - UPG Direct Debit Col. Entry.al",Renumbered
Table,104067,55330,"UPG Item","src/tables/Table 104067 - UPG Item.al",Renumbered
Table,104068,55331,"UPG Stockkeeping Unit","src/tables/Table 104068 - UPG Stockkeeping Unit.al",Renumbered
Table,104069,55332,"UPG Phys. Invt. Item Selection","src/tables/Table 104069 - UPG Phys. Invt. Item Selection.al",Renumbered
Table,104073,55333,"UPG Nonstock Item","src/tables/Table 104073 - UPG Nonstock Item.al",Renumbered
Table,104074,55334,"UPG Product Group","src/tables/Table 104074 - UPG Product Group.al",Renumbered
Table,104077,55335,"UPG Approval Entry","src/tables/Table 104077 - UPG Approval Entry.al",Renumbered
Table,104080,55336,"UPG Posted Approval Entry","src/tables/Table 104080 - UPG Posted Approval Entry.al",Renumbered
Table,104082,55337,"UPG SMTP Mail Setup","src/tables/Table 104082 - UPG SMTP Mail Setup.al",Renumbered
Table,104093,55338,"UPG Job","src/tables/Table 104093 - UPG Job.al",Renumbered
Table,104094,55339,"UPG Sales Invoice Header","src/tables/Table 104094 - UPG Sales Invoice Header.al",Renumbered
Table,104095,55340,"UPG Sales Cr.Memo Header","src/tables/Table 104095 - UPG Sales Cr.Memo Header.al",Renumbered
Table,104096,55341,"UPG Purch. Inv. Header","src/tables/Table 104096 - UPG Purch. Inv. Header.al",Renumbered
Table,104097,55342,"UPG Purch. Cr. Memo Hdr.","src/tables/Table 104097 - UPG Purch. Cr. Memo Hdr..al",Renumbered
Table,104098,55343,"UPG Item Category","src/tables/Table 104098 - UPG Item Category.al",Renumbered
Table,34002100,55344,"Empresas Cotizacion","src/tables/Table 34002100 - Empresas Cotización.al",Renumbered
Table,34002101,55345,"Centros de Trabajo","src/tables/Table 34002101 - Centros de Trabajo.al",Renumbered
Table,34002102,55346,"Representantes Empresa","src/tables/Table 34002102 - Representantes Empresa.al",Renumbered
Table,34002103,55347,"Configuracion nominas","src/tables/Table 34002103 - Configuracion nominas.al",Renumbered
Table,34002104,55348,"Grupos Contables Empleados","src/tables/Table 34002104 - Grupos Contables Empleados.al",Renumbered
Table,34002105,55349,"Dist. Ctas. Gpo. Cont. Empl.","src/tables/Table 34002105 - Dist. Ctas. Gpo. Cont. Empl..al",Renumbered
Table,34002106,55350,"Param. Inic. Conceptos Sal.","src/tables/Table 34002106 - Param. Inic. Conceptos Sal..al",Renumbered
Table,34002107,55351,"Parametros Calculo Dias","src/tables/Table 34002107 - Parametros Calculo Dias.al",Renumbered
Table,34002108,55352,"Distrib. Ingreso Pagos Elect.","src/tables/Table 34002108 - Distrib. Ingreso Pagos Elect..al",Renumbered
Table,34002109,55353,"Contratos","src/tables/Table 34002109 - Contratos.al",Renumbered
Table,34002110,55354,"Puestos laborales","src/tables/Table 34002110 - Puestos laborales.al",Renumbered
Table,34002111,55355,"Conceptos salariales","src/tables/Table 34002111 - Conceptos salariales.al",Renumbered
Table,34002112,55356,"Configuracion Listados","src/tables/Table 34002112 - Configuracion Listados.al",Renumbered
Table,34002113,55357,"Perfil Salario x Cargo","src/tables/Table 34002113 - Perfil Salario x Cargo.al",Renumbered
Table,34002114,55358,"Tipos de acciones personal","src/tables/Table 34002114 - Tipos de acciones personal.al",Renumbered
Table,34002115,55359,"Perfil Salarial","src/tables/Table 34002115 - Perfil Salarial.al",Renumbered
Table,34002116,55360,"Income tax Employee parameters","src/tables/Table 34002116 - Income tax Employee parameters.al",Renumbered
Table,34002117,55361,"Historico Cab. nomina","src/tables/Table 34002117 - Historico Cab. nomina.al",Renumbered
Table,34002118,55362,"Historico Lin. nomina","src/tables/Table 34002118 - Historico Lin. nomina.al",Renumbered
Table,34002119,55363,"Conceptos Salariales Provision","src/tables/Table 34002119 - Conceptos Salariales Provision.al",Renumbered
Table,34002120,55364,"Nivel Cargo","src/tables/Table 34002120 - Nivel Cargo.al",Renumbered
Table,34002121,55365,"Cab. Aportes Empresas","src/tables/Table 34002121 - Cab. Aportes Empresas.al",Renumbered
Table,34002122,55366,"Lin. Aportes Empresas","src/tables/Table 34002122 - Lin. Aportes Empresas.al",Renumbered
Table,34002123,55367,"Temp Contabilizacion Nom.","src/tables/Table 34002123 - Temp Contabilizacion Nom..al",Renumbered
Table,34002124,55368,"Parametros ciclos nominas","src/tables/Table 34002124 - Parametros ciclos nominas.al",Renumbered
Table,34002125,55369,"Motivos acciones personal","src/tables/Table 34002125 - Motivos acciones personal.al",Renumbered
Table,34002126,55370,"Incentivos/Propinas","src/tables/Table 34002126 - IncentivosPropinas.al",Renumbered
Table,34002127,55371,"Historico Puntos Propina","src/tables/Table 34002127 - Histórico Puntos Propina.al",Renumbered
Table,34002128,55372,"Saldos a favor ISR","src/tables/Table 34002128 - Saldos a favor ISR.al",Renumbered
Table,34002129,55373,"Tipos de Cotizacion","src/tables/Table 34002129 - Tipos de Cotización.al",Renumbered
Table,34002130,55374,"BK Saldos a favor ISR","src/tables/Table 34002130 - BK Saldos a favor ISR.al",Renumbered
Table,34002131,55375,"Tabla retencion ISR","src/tables/Table 34002131 - Tabla retencion ISR.al",Renumbered
Table,34002132,55376,"Dimensiones Contabilizacion","src/tables/Table 34002132 - Dimensiones Contabilizacion.al",Renumbered
